mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__kernel,param_svc__gamma,param_svc__degree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
23.399770259857178,0.8597494925489496,10.098697423934937,0.8404145677283406,0.1,poly,scale,3.0,"{'svc__C': 0.1, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.5115131578947368,0.3291139240506329,0.3291139240506329,0.38991366866533417,0.08598382342293115,21
23.423738718032837,0.8692149714105624,10.060749530792236,0.8661660664261392,0.1,poly,auto,3.0,"{'svc__C': 0.1, 'svc__degree': 3, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.5115131578947368,0.3291139240506329,0.3291139240506329,0.38991366866533417,0.08598382342293115,21
22.76109830538432,0.719223004173895,11.353377342224121,0.8148811345460553,0.1,poly,0.01,3.0,"{'svc__C': 0.1, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
22.440414746602375,1.0493910084430471,12.07016889254252,0.870828625786743,0.1,poly,0.1,3.0,"{'svc__C': 0.1, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
22.45402463277181,1.029796750004675,12.040163040161133,0.9137944838347251,1.0,poly,scale,2.0,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.41073766914011345,0.4421052631578948,0.406627854903717,0.41982359573390843,0.015844603090837656,19
23.347434043884277,0.9744597781703797,10.165793418884277,0.9243751999897689,1.0,poly,auto,2.0,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.41073766914011345,0.4421052631578948,0.406627854903717,0.41982359573390843,0.015844603090837656,19
23.254837036132812,0.9702966248570651,10.170337518056234,0.9428458718340785,1.0,poly,0.01,2.0,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
22.490429401397705,1.708106985652679,10.47755233446757,1.232374863348168,1.0,poly,0.1,2.0,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
21.098366737365723,1.2216999965188113,10.940742572148642,1.137072394702804,1.0,poly,scale,3.0,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.3333333333333333,0.3375,0.3291139240506329,0.3333157524613221,0.0034236237402722833,34
21.171682993570965,1.2353273405784777,10.8767409324646,1.183247542783719,1.0,poly,auto,3.0,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.3333333333333333,0.3375,0.3291139240506329,0.3333157524613221,0.0034236237402722833,34
21.094888925552368,0.929873835404897,11.184460719426474,0.7736044852481888,1.0,poly,0.01,3.0,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
21.128517866134644,0.9558926424954439,11.320464690526327,0.9155624257536407,1.0,poly,0.1,3.0,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
21.192249298095703,0.9489344009998653,11.357284863789877,0.7865045001636374,10.0,poly,scale,2.0,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
22.255807956059773,0.8642083760904621,11.418023824691772,0.8414225224438591,10.0,poly,auto,2.0,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
22.094159921010334,0.9206854358791474,11.329269647598267,0.8807177627576559,10.0,poly,0.01,2.0,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
22.38085063298543,0.8676629579521494,10.994647343953451,0.7996107052057386,10.0,poly,0.1,2.0,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.5833333333333333,0.5236928104575164,0.5669934640522876,0.5580065359477124,0.02516375236714922,8
22.896586815516155,1.0483782635184966,10.228998025258383,1.0198791907528029,10.0,poly,scale,3.0,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
22.922391255696613,1.0614624269359876,10.165744622548422,1.0438799596997743,10.0,poly,auto,3.0,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
17.245858828226726,3.480982069948221,8.261065562566122,1.9100641467366681,10.0,poly,0.01,3.0,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
14.552647590637207,0.6431606157755895,7.142561038335164,0.6438625970281889,10.0,poly,0.1,3.0,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.3333333333333333,0.41758241758241754,0.3291139240506329,0.36000989165546127,0.04074635083768259,23
